File is used to store test data from the program
The data is Lines Drawn Per CPU-CLock for: 
OpenGL	DDA	Bresenham's	Naive
379.302	51.2893	440.811	88.1622
379.326	51.2925	440.838	88.1676
379.349	51.2956	440.865	88.173
379.372	51.2987	440.892	88.1784
379.395	51.3019	440.919	88.1838
379.419	51.305	440.946	88.1892
370.818	51.3082	440.973	88.1946
370.841	51.3113	441	88.2
370.864	51.3145	441.027	88.2054
370.886	51.3176	441.054	88.2108
370.909	51.3208	441.081	88.2162
370.932	51.3239	441.108	88.2216
370.955	51.327	441.135	88.227
370.977	51.3302	441.162	88.2324
371	51.3333	441.189	88.2378
371.023	51.3365	441.216	88.2432
371.045	51.3396	441.243	88.2486
371.068	51.3428	441.27	88.2541
371.091	51.3459	441.297	88.2595
371.114	51.3491	441.324	88.2649
371.136	51.3522	441.351	88.2703
371.159	51.3553	441.378	88.2757
371.182	51.3585	441.405	88.2811
371.205	51.3616	441.432	88.2865
371.227	51.3648	441.459	88.2919
371.25	51.3679	441.486	88.2973
371.273	51.3711	441.514	88.3027
371.295	51.3742	441.541	88.3081
371.318	51.3774	441.568	88.3135
371.341	51.3805	441.595	88.3189
371.364	51.3836	441.622	88.3243
371.386	51.3868	441.649	88.3297
371.409	51.3899	441.676	88.3351
371.432	51.3931	441.703	88.3405
371.455	51.3962	441.73	88.3459
371.477	51.3994	441.757	88.3514
371.5	51.4025	441.784	88.3568
371.523	51.4057	441.811	88.3622
371.545	51.4088	441.838	88.3676
371.568	51.4119	441.865	88.373
371.591	51.4151	441.892	88.3784
371.614	51.4182	441.919	88.3838
371.636	51.4214	441.946	88.3892
371.659	51.4245	441.973	88.3946
371.682	51.4277	442	88.4
371.705	51.4308	442.027	88.4054
371.727	51.434	442.054	88.4108
371.75	51.4371	442.081	88.4162
371.773	51.4403	442.108	88.4216
371.795	51.4434	442.135	88.427
371.818	51.4465	442.162	88.4324
371.841	51.4497	442.189	88.4378
371.864	51.4528	442.216	88.4432
371.886	51.456	442.243	88.4486
371.909	51.4591	442.27	88.4541
371.932	51.4623	442.297	88.4595
371.955	51.4654	442.324	88.4649
371.977	51.4686	442.351	88.4703
372	51.4717	442.378	88.4757
372.023	51.4748	442.405	88.4811
372.045	51.478	442.432	88.4865
372.068	51.4811	442.459	88.4919
372.091	51.4843	442.486	88.4973
372.114	51.4874	442.514	88.5027
372.136	51.4906	442.541	88.5081
372.159	51.4937	442.568	88.5135
372.182	51.4969	442.595	88.043
372.205	51.5	442.622	88.0484
372.227	51.5031	442.649	88.0538
372.25	51.5063	442.676	88.0591
364	51.5094	442.703	88.0645
364.022	51.5126	442.73	88.0699
364.044	51.3542	442.757	88.0753
364.067	51.3574	442.784	88.0806
364.089	51.2	442.811	88.086
364.111	51.2031	442.838	88.0914
364.133	51.2062	442.865	88.0968
364.156	51.0498	442.892	88.1022
364.178	51.053	442.919	88.1075
364.2	51.0561	442.946	88.1129
364.222	51.0592	442.973	88.1183
364.244	50.9037	443	88.1237
364.267	50.9068	443.027	88.129
364.289	50.9099	443.054	88.1344
364.311	50.913	443.081	88.1398
364.333	50.9161	443.108	88.1452
364.356	50.9193	443.135	88.1505
364.378	50.9224	443.162	88.1559
364.4	50.9255	443.189	88.1613
364.422	50.7709	443.216	88.1667
364.444	50.774	443.243	88.172
364.467	50.7771	443.27	88.1774
364.489	50.7802	443.297	88.1828
364.511	50.7833	443.324	88.1882
364.533	50.7864	443.351	88.1935
364.556	50.7895	443.378	88.1989
364.578	50.7926	443.405	88.2043
364.6	50.7957	443.432	88.2097
364.622	50.7988	443.459	88.2151
364.644	50.8019	443.486	88.2204
364.667	50.805	443.514	88.2258
364.689	50.808	443.541	88.2312
364.711	50.8111	443.568	88.2366
364.733	50.8142	443.595	88.2419
364.756	50.8173	443.622	88.2473
364.778	50.8204	443.649	88.2527
364.8	50.8235	443.676	88.2581
364.822	50.8266	443.703	88.2634
364.844	50.8297	443.73	88.2688
364.867	50.8328	443.757	88.2742
364.889	50.8359	443.784	88.2796
364.911	50.839	443.811	88.2849
364.933	50.8421	443.838	88.2903
364.956	50.8452	443.865	88.2957
364.978	50.8483	443.892	88.3011
365	50.8514	443.919	88.3065
365.022	50.8545	443.946	88.3118
365.044	50.8576	443.973	88.3172
365.067	50.8607	444	88.3226
365.089	50.8638	444.027	88.328
365.111	50.7099	444.054	88.3333
365.133	50.713	444.081	88.3387
365.156	50.716	444.108	88.3441
365.178	50.7191	444.135	88.3495
365.2	50.7222	444.162	88.3548
365.222	50.7253	444.189	88.3602
365.244	50.7284	444.216	88.3656
365.267	50.7315	444.243	88.371
365.289	50.7346	444.27	88.3763
365.311	50.7377	444.297	88.3817
365.333	50.7407	444.324	88.3871
365.356	50.7438	444.351	88.3925
365.378	50.7469	444.378	88.3978
365.4	50.75	444.405	88.4032
365.422	50.7531	444.432	88.4086
365.444	50.7562	444.459	88.414
365.467	50.7593	444.486	88.4194
365.489	50.6062	444.514	88.4247
365.511	50.6092	444.541	88.4301
365.533	50.6123	444.568	88.4355
365.556	50.6154	444.595	88.4409
365.578	50.6185	444.622	88.4462
365.6	50.6215	444.649	88.4516
365.622	50.6246	444.676	88.457
365.644	50.6277	444.703	88.4624
365.667	50.6308	444.73	88.4677
365.689	50.6338	444.757	88.4731
365.711	50.6369	444.784	88.4785
365.733	50.64	444.811	88.4839
365.756	50.6431	444.838	88.4892
365.778	50.6462	444.865	88.4946
365.8	50.6492	444.892	88.5
365.822	50.6523	444.919	88.5054
365.844	50.6554	444.946	88.5108
365.867	50.6585	444.973	88.5161
365.889	50.6615	445	88.5215
365.911	50.6646	445.027	88.5269
365.933	50.6677	445.054	88.5323
365.956	50.6708	445.081	88.5376
365.978	50.6738	445.108	88.543
366	50.6769	445.135	88.5484
366.022	50.68	445.162	88.5538
366.044	50.6831	445.189	88.5591
366.067	50.6862	445.216	88.5645
366.089	50.5337	445.243	88.5699
366.111	50.5368	445.27	88.5753
366.133	50.5399	445.297	88.5806
366.156	50.5429	445.324	88.586
366.178	50.546	445.351	88.5914
366.2	50.5491	445.378	88.5968
366.222	50.5521	445.405	88.6022
366.244	50.5552	445.432	88.6075
366.267	50.5583	445.459	88.6129
366.289	50.5613	445.486	88.6183
366.311	50.5644	445.514	88.6237
366.333	50.5675	445.541	88.629
366.356	50.5706	445.568	88.6344
366.378	50.5736	445.595	88.6398
366.4	50.5767	445.622	88.6452
366.422	50.5798	445.649	88.6505
366.444	50.5828	445.676	88.6559
366.467	50.5859	445.703	88.6613
366.489	50.589	445.73	88.6667
366.511	50.592	445.757	88.672
366.533	50.5951	445.784	88.6774
366.556	50.5982	445.811	88.6828
366.578	50.6012	445.838	88.6882
366.6	50.6043	445.865	88.6935
366.622	50.6074	445.892	88.6989
366.644	50.6104	445.919	88.7043
366.667	50.6135	445.946	88.7097
366.689	50.6166	445.973	88.7151
366.711	50.6196	446	88.7204
366.733	50.6227	446.027	88.7258
366.756	50.6258	446.054	88.7312
366.778	50.6288	446.081	88.7366
366.8	50.6319	446.108	88.7419
366.822	50.635	446.135	88.7473
366.844	50.638	446.162	88.7527
366.867	50.6411	446.189	88.7581
366.889	50.6442	446.216	88.7634
366.911	50.6472	446.243	88.7688
366.933	50.6503	446.27	88.7742
366.956	50.6534	446.297	88.7796
366.978	50.6564	446.324	88.7849
367	50.6595	446.351	88.7903
367.022	50.6626	446.378	88.7957
367.044	50.6656	446.405	88.8011
367.067	50.6687	446.432	88.8065
367.089	50.6718	446.459	88.8118
367.111	50.6748	446.486	88.8172
367.133	50.6779	446.514	88.8226
367.156	50.681	446.541	88.828
367.178	50.684	446.568	88.8333
367.2	50.6871	446.595	88.8387
367.222	50.6902	446.622	88.8441
367.244	50.6933	446.649	88.3743
367.267	50.6963	446.676	88.3797
367.289	50.6994	446.703	88.385
367.311	50.7025	446.73	88.3904
367.333	50.7055	446.757	88.3957
367.356	50.7086	446.784	88.4011
367.378	50.7117	446.811	88.4064
367.4	50.7147	446.838	88.4118
367.422	50.7178	446.865	88.4171
367.444	50.7209	446.892	88.4225
367.467	50.7239	446.919	88.4278
367.489	50.727	446.946	88.4332
367.511	50.7301	446.973	88.4385
367.533	50.7331	435.237	88.4439
367.556	50.7362	435.263	88.4492
367.578	50.7393	435.289	88.4545
367.6	50.7423	435.316	88.4599
367.622	50.7454	435.342	88.4652
367.644	50.7485	435.368	88.4706
367.667	50.7515	435.395	88.4759
367.689	50.7546	435.421	88.4813
367.711	50.7577	435.447	88.4866
367.733	50.7607	435.474	88.492
367.756	50.7638	435.5	88.0266
367.778	50.7669	435.526	88.0319
367.8	50.7699	435.553	88.0372
367.822	50.773	435.579	88.0426
367.844	50.7761	435.605	88.0479
367.867	50.7791	435.632	88.0532
367.889	50.7822	435.658	88.0585
367.911	50.7853	435.684	88.0638
367.933	50.7883	435.711	88.0691
367.956	50.7914	435.737	88.0745
367.978	50.7945	435.763	88.0798
368	50.7975	435.789	88.0851
368.022	50.8006	435.816	88.0904
368.044	50.8037	435.842	88.0957
368.067	50.8067	435.868	88.1011
368.089	50.8098	435.895	88.1064
368.111	50.8129	435.921	88.1117
368.133	50.816	435.947	88.117
368.156	50.819	435.974	88.1223
368.178	50.8221	436	88.1277
368.2	50.8252	436.026	88.133
368.222	50.8282	436.053	88.1383
368.244	50.8313	436.079	88.1436
368.267	50.8344	436.105	88.1489
368.289	50.8374	436.132	88.1543
368.311	50.8405	436.158	88.1596
368.333	50.8436	436.184	88.1649
368.356	50.8466	436.211	88.1702
368.378	50.8497	436.237	88.1755
368.4	50.8528	436.263	88.1809
368.422	50.8558	436.289	88.1862
368.444	50.8589	436.316	88.1915
368.467	50.862	436.342	88.1968
368.489	50.865	436.368	88.2021
368.511	50.8681	436.395	88.2074
368.533	50.8712	436.421	88.2128
368.556	50.8742	436.447	88.2181
368.578	50.8773	436.474	88.2234
368.6	50.8804	436.5	88.2287
368.622	50.8834	436.526	88.234
368.644	50.8865	436.553	88.2394
368.667	50.8896	436.579	88.2447
368.689	50.8926	436.605	88.25
368.711	50.8957	436.632	88.2553
368.733	50.8988	436.658	88.2606
368.756	50.9018	436.684	88.266
368.778	50.9049	436.711	88.2713
368.8	50.908	436.737	88.2766
368.822	50.911	436.763	88.2819
368.844	50.9141	436.789	88.2872
368.867	50.9172	436.816	88.2926
368.889	50.7645	436.842	88.2979
368.911	50.7676	436.868	88.3032
368.933	50.7706	436.895	88.3085
368.956	50.7737	436.921	88.3138
368.978	50.7768	436.947	88.3191
369	50.7798	436.974	88.3245
369.022	50.7829	437	88.3298
369.044	50.7859	437.026	88.3351
369.067	50.789	437.053	88.3404
369.089	50.792	437.079	88.3457
369.111	50.7951	437.105	88.3511
369.133	50.7982	437.132	88.3564
369.156	50.8012	437.158	88.3617
369.178	50.8043	437.184	88.367
369.2	50.8073	437.211	88.3723
369.222	50.8104	437.237	88.3777
369.244	50.8135	437.263	88.383
369.267	50.8165	437.289	88.3883
369.289	50.8196	437.316	88.3936
369.311	50.8226	437.342	88.3989
369.333	50.8257	437.368	88.4043
369.356	50.8287	437.395	88.4096
369.378	50.8318	437.421	88.4149
369.4	50.8349	437.447	88.4202
361.391	50.8379	437.474	88.4255
361.413	50.841	437.5	88.4309
361.435	50.844	437.526	88.4362
361.457	50.8471	437.553	88.4415
361.478	50.8502	437.579	88.4468
361.5	50.8532	437.605	88.4521
361.522	50.8563	437.632	88.4574
361.543	50.8593	437.658	88.4628
361.565	50.8624	437.684	88.4681
361.587	50.8654	437.711	88.4734
361.609	50.8685	437.737	88.4787
361.63	50.8716	437.763	88.484
361.652	50.8746	437.789	88.4894
361.674	50.8777	437.816	88.4947
361.696	50.8807	437.842	88.5
361.717	50.8838	437.868	88.5053
361.739	50.8869	437.895	88.5106
361.761	50.8899	437.921	88.516
361.783	50.893	437.947	88.5213
361.804	50.896	437.974	88.5266
361.826	50.8991	438	88.5319
361.848	50.9021	438.026	88.5372
361.87	50.9052	438.053	88.5426
361.891	50.9083	438.079	88.5479
361.913	50.9113	438.105	88.5532
361.935	50.7591	438.132	88.5585
361.957	50.7622	438.158	88.5638
361.978	50.7652	438.184	88.5691
362	50.7683	438.211	88.5745
362.022	50.7713	438.237	88.1111
362.043	50.7744	438.263	88.1164
362.065	50.7774	438.289	88.1217
362.087	50.7805	438.316	88.127
362.109	50.7835	438.342	88.1323
362.13	50.7866	438.368	88.1376
362.152	50.7896	438.395	88.1429
362.174	50.7927	438.421	88.1481
362.196	50.7957	438.447	88.1534
362.217	50.7988	438.474	88.1587
362.239	50.8018	438.5	88.164
362.261	50.8049	438.526	88.1693
362.283	50.8079	438.553	88.1746
362.304	50.811	438.579	88.1799
362.326	50.814	438.605	88.1852
362.348	50.8171	438.632	88.1905
362.37	50.8201	438.658	88.1958
362.391	50.8232	438.684	88.2011
362.413	50.8262	438.711	88.2063
362.435	50.8293	438.737	88.2116
362.457	50.8323	438.763	88.2169
362.478	50.8354	438.789	88.2222
362.5	50.8384	438.816	88.2275
362.522	50.8415	438.842	88.2328
362.543	50.8445	438.868	88.2381
362.565	50.8476	438.895	88.2434
362.587	50.8506	438.921	88.2487
362.609	50.8537	438.947	88.254
362.63	50.8567	438.974	88.2593
362.652	50.8598	439	88.2646
362.674	50.8628	439.026	88.2698
362.696	50.8659	439.053	88.2751
362.717	50.8689	439.079	88.2804
362.739	50.872	439.105	88.2857
362.761	50.875	439.132	88.291
362.783	50.878	439.158	88.2963
362.804	50.8811	439.184	88.3016
362.826	50.8841	439.211	88.3069
362.848	50.8872	439.237	88.3122
362.87	50.8902	439.263	88.3175
362.891	50.8933	439.289	88.3228
362.913	50.8963	439.316	88.328
362.935	50.8994	439.342	88.3333
362.957	50.9024	439.368	88.3386
362.978	50.9055	439.395	88.3439
363	50.9085	439.421	88.3492
363.022	50.9116	439.447	88.3545
363.043	50.9146	439.474	88.3598
363.065	50.9177	439.5	88.3651
363.087	50.9207	439.526	88.3704
363.109	50.9238	439.553	88.3757
363.13	50.9268	439.579	88.381
363.152	50.9299	439.605	88.3862
363.174	50.9329	439.632	88.3915
363.196	50.936	439.658	88.3968
363.217	50.939	439.684	88.4021
363.239	50.9421	439.711	88.4074
363.261	50.9451	439.737	88.4127
363.283	50.9482	439.763	88.418
363.304	50.9512	439.789	88.4233
363.326	50.9543	439.816	88.4286
363.348	50.9573	439.842	88.4339
363.37	50.9604	439.868	88.4392
363.391	50.9634	439.895	88.4444
363.413	50.9665	439.921	88.4497
363.435	50.9695	439.947	88.455
363.457	50.9726	439.974	88.4603
363.478	50.9756	440	88.4656
363.5	50.9787	440.026	88.4709
363.522	50.9817	440.053	88.4762
363.543	50.9848	440.079	88.4815
363.565	50.9878	440.105	88.4868
363.587	50.9909	440.132	88.4921
363.609	50.9939	440.158	88.4974
363.63	50.997	440.184	88.5026
363.652	51	440.211	88.5079
363.674	51.003	440.237	88.5132
363.696	51.0061	440.263	88.5185
363.717	51.0091	440.289	88.5238
363.739	51.0122	440.316	88.5291
363.761	51.0152	440.342	88.5344
363.783	51.0183	440.368	88.5397
363.804	51.0213	440.395	88.545
363.826	51.0244	440.421	88.5503
363.848	51.0274	440.447	88.5556
363.87	51.0305	440.474	88.5608
363.891	51.0335	440.5	88.5661
363.913	51.0366	440.526	88.5714
363.935	51.0396	440.553	88.5767
363.957	51.0427	440.579	88.582
363.978	51.0457	440.605	88.5873
364	51.0488	440.632	88.5926
364.022	51.0518	440.658	88.5979
364.043	51.0549	440.684	88.6032
364.065	51.0579	440.711	88.6085
364.087	51.061	440.737	88.6138
364.109	51.064	440.763	88.619
364.13	51.0671	440.789	88.6243
364.152	51.0701	440.816	88.6296
364.174	51.0732	440.842	88.6349
364.196	50.921	440.868	88.6402
364.217	50.924	440.895	88.6455
364.239	50.9271	440.921	88.6508
364.261	50.9301	440.947	88.6561
364.283	50.9331	440.974	88.6614
364.304	50.9362	441	88.6667
364.326	50.9392	441.026	88.672
364.348	50.9422	441.053	88.6772
364.37	50.9453	441.079	88.6825
364.391	50.9483	441.105	88.6878
364.413	50.9514	441.132	88.6931
364.435	50.9544	441.158	88.6984
364.457	50.9574	441.184	88.7037
364.478	50.9605	441.211	88.709
364.5	50.9635	441.237	88.7143
364.522	50.9666	441.263	88.7196
364.543	50.9696	441.289	88.7249
364.565	50.9726	441.316	88.7302
364.587	50.9757	441.342	88.7354
364.609	50.9787	441.368	88.7407
364.63	50.9818	441.395	88.746
364.652	50.9848	441.421	88.7513
364.674	50.9878	441.447	88.7566
364.696	50.9909	441.474	88.7619
364.717	50.9939	441.5	88.7672
364.739	50.997	441.526	88.7725
364.761	51	441.553	88.7778
364.783	51.003	441.579	88.7831
364.804	51.0061	441.605	88.7884
364.826	51.0091	441.632	88.7937
364.848	51.0122	430.333	88.7989
364.87	51.0152	430.359	88.8042
364.891	51.0182	430.385	88.8095
364.913	51.0213	430.41	88.8148
364.935	51.0243	430.436	88.8201
364.957	51.0274	430.462	88.8254
364.978	51.0304	430.487	88.8307
365	51.0334	430.513	88.3684
365.022	51.0365	430.538	88.3737
365.043	51.0395	419.8	88.3789
365.065	51.0426	419.825	88.3842
365.087	51.0456	419.85	88.3895
365.109	51.0486	419.875	88.3947
365.13	51.0517	419.9	88.4
365.152	51.0547	419.925	88.4053
365.174	51.0578	419.95	88.4105
365.196	50.9061	419.975	88.4158
365.217	50.9091	420	88.4211
365.239	50.9121	420.025	88.4263
365.261	50.9152	420.05	88.4316
365.283	50.9182	420.075	88.4368
365.304	50.9212	420.1	88.4421
365.326	50.9242	420.125	88.4474
365.348	50.9273	420.15	88.4526
365.37	50.9303	420.175	88.4579
365.391	50.9333	420.2	88.4632
365.413	50.9364	420.225	88.4684
365.435	50.9394	420.25	88.4737
365.457	50.9424	420.275	88.4789
365.478	50.9455	410.049	88.4842
365.5	50.7946	410.073	88.4895
365.522	50.7976	410.098	88.4947
365.543	50.8006	410.122	88.5
365.565	50.8036	410.146	88.5053
365.587	50.8066	410.171	88.5105
365.609	50.8097	410.195	88.5158
365.63	50.8127	410.22	88.5211
365.652	50.8157	410.244	88.5263
365.674	50.8187	410.268	88.5316
365.696	50.8218	410.293	88.5368
365.717	50.8248	410.317	88.5421
365.739	50.8278	410.341	88.5474
365.761	50.8308	410.366	88.5526
365.783	50.8338	410.39	88.5579
365.804	50.8369	410.415	88.5632
365.826	50.8399	410.439	88.5684
365.848	50.8429	410.463	88.5737
365.87	50.8459	410.488	88.5789
365.891	50.8489	410.512	88.5842
365.913	50.852	410.537	88.5895
365.935	50.855	410.561	88.5947
365.957	50.858	410.585	88.6
365.978	50.861	410.61	88.6053
366	50.864	410.634	88.6105
366.022	50.8671	410.659	88.1518
366.043	50.8701	410.683	88.1571
366.065	50.8731	410.707	88.1623
366.087	50.8761	410.732	88.1675
366.109	50.8792	410.756	88.1728
366.13	50.8822	410.78	88.178
366.152	50.8852	410.805	88.1832
366.174	50.8882	410.829	88.1885
366.196	50.8912	410.854	88.1937
366.217	50.8943	410.878	88.199
366.239	50.8973	410.902	88.2042
366.261	50.9003	410.927	88.2094
366.283	50.9033	410.951	88.2147
366.304	50.9063	410.976	88.2199
366.326	50.9094	411	88.2251
366.348	50.9124	411.024	88.2304
366.37	50.9154	411.049	88.2356
366.391	50.9184	411.073	88.2408
366.413	50.9215	411.098	88.2461
366.435	50.9245	411.122	88.2513
366.457	50.9275	411.146	88.2565
366.478	50.9305	411.171	88.2618
366.5	50.9335	411.195	88.267
366.522	50.9366	411.22	88.2723
366.543	50.9396	411.244	88.2775
366.565	50.9426	411.268	88.2827
366.587	50.9456	411.293	88.288
366.609	50.9486	411.317	88.2932
366.63	50.9517	411.341	88.2984
366.652	50.9547	411.366	88.3037
366.674	50.9577	411.39	88.3089
366.696	50.9607	411.415	88.3141
366.717	50.9637	411.439	88.3194
366.739	50.9668	411.463	88.3246
366.761	50.9698	411.488	88.3298
366.783	50.9728	411.512	88.3351
366.804	50.9758	411.537	88.3403
366.826	50.9789	411.561	88.3455
366.848	50.9819	411.585	88.3508
366.87	50.9849	411.61	88.356
366.891	50.9879	411.634	88.3613
366.913	50.9909	411.659	88.3665
366.935	50.8404	411.683	88.3717
366.957	50.8434	411.707	88.377
366.978	50.8464	411.732	88.3822
367	50.8494	411.756	88.3874
367.022	50.8524	411.78	88.3927
367.043	50.8554	411.805	88.3979
367.065	50.8584	411.829	88.4031
367.087	50.8614	411.854	88.4084
367.109	50.8645	411.878	88.4136
367.13	50.8675	411.902	88.4188
367.152	50.8705	411.927	88.4241
367.174	50.8735	411.951	88.4293
367.196	50.8765	411.976	88.4346
367.217	50.8795	412	88.4398
367.239	50.8825	412.024	88.445
367.261	50.8855	412.049	88.4503
367.283	50.8886	412.073	88.4555
367.304	50.8916	412.098	88.4607
367.326	50.8946	412.122	88.466
367.348	50.8976	412.146	88.4712
367.37	50.9006	412.171	88.4764
367.391	50.9036	412.195	88.4817
367.413	50.9066	412.22	88.4869
367.435	50.9096	412.244	88.4921
367.457	50.9127	412.268	88.4974
367.478	50.9157	412.293	88.5026
367.5	50.9187	412.317	88.5079
367.522	50.9217	412.341	88.5131
367.543	50.9247	412.366	88.5183
367.565	50.9277	412.39	88.5236
367.587	50.9307	412.415	88.5288
367.609	50.9337	412.439	88.534
367.63	50.9367	412.463	88.5393
367.652	50.9398	412.488	88.5445
367.674	50.9428	412.512	88.5497
367.696	50.9458	412.537	88.555
367.717	50.9488	412.561	88.5602
367.739	50.9518	412.585	88.5654
367.761	50.9548	412.61	88.5707
367.783	50.9578	412.634	88.5759
367.804	50.9608	412.659	88.5812
367.826	50.8108	412.683	88.5864
367.848	50.8138	412.707	88.5916
367.87	50.8168	412.732	88.5969
367.891	50.8198	412.756	88.6021
367.913	50.8228	412.78	88.6073
367.935	50.8258	412.805	88.6126
367.957	50.8288	412.829	88.6178
367.978	50.8318	412.854	88.623
368	50.8348	412.878	88.6283
368.022	50.8378	412.902	88.6335
368.043	50.8408	412.927	88.6387
368.065	50.8438	412.951	88.644
368.087	50.8468	412.976	88.6492
368.109	50.8498	413	88.6545
368.13	50.8529	413.024	88.6597
368.152	50.8559	413.049	88.6649
368.174	50.8589	413.073	88.6702
368.196	50.8619	413.098	88.6754
368.217	50.8649	413.122	88.6806
368.239	50.8679	413.146	88.6859
368.261	50.8709	413.171	88.6911
368.283	50.8739	413.195	88.6963
368.304	50.8769	413.22	88.7016
368.326	50.8799	413.244	88.2448
368.348	50.8829	413.268	88.25
368.37	50.8859	413.293	88.2552
368.391	50.8889	413.317	88.2604
368.413	50.8919	413.341	88.2656
368.435	50.8949	413.366	88.2708
368.457	50.8979	413.39	88.276
368.478	50.9009	413.415	88.2813
368.5	50.9039	413.439	88.2865
368.522	50.9069	413.463	88.2917
368.543	50.9099	413.488	88.2969
368.565	50.9129	413.512	88.3021
368.587	50.9159	413.537	88.3073
368.609	50.9189	413.561	88.3125
368.63	50.9219	413.585	88.3177
368.652	50.9249	413.61	88.3229
368.674	50.9279	413.634	88.3281
368.696	50.9309	413.659	88.3333
368.717	50.9339	413.683	88.3385
368.739	50.9369	413.707	88.3438
368.761	50.9399	413.732	88.349
368.783	50.9429	413.756	88.3542
368.804	50.9459	413.78	88.3594
368.826	50.9489	413.805	88.3646
368.848	50.952	413.829	88.3698
368.87	50.955	413.854	88.375
368.891	50.958	413.878	88.3802
368.913	50.961	413.902	88.3854
368.935	50.964	413.927	88.3906
368.957	50.967	413.951	88.3958
368.978	50.97	413.976	88.401
369	50.973	414	88.4063
369.022	50.976	414.024	88.4115
369.043	50.979	414.049	88.4167
369.065	50.982	414.073	88.4219
369.087	50.985	414.098	88.4271
369.109	50.988	414.122	88.4323
369.13	50.991	414.146	88.4375
369.152	50.994	414.171	88.4427
369.174	50.997	414.195	88.4479
369.196	51	414.22	88.4531
369.217	51.003	414.244	88.4583
369.239	51.006	414.268	88.4635
369.261	51.009	414.293	88.4688
369.283	51.012	414.317	88.474
369.304	51.015	414.341	88.4792
369.326	51.018	414.366	88.4844
369.348	51.021	414.39	88.4896
369.37	51.024	414.415	88.4948
369.391	51.027	414.439	88.5
369.413	51.03	414.463	88.5052
369.435	51.033	414.488	88.5104
369.457	51.036	414.512	88.5156
369.478	51.039	414.537	88.5208
369.5	51.042	414.561	88.526
369.522	51.045	414.585	88.5313
369.543	51.048	414.61	88.5365
369.565	51.0511	414.634	88.5417
369.587	51.0541	414.659	88.5469
369.609	51.0571	414.683	88.5521
369.63	51.0601	414.707	88.5573
369.652	51.0631	414.732	88.5625
369.674	51.0661	414.756	88.5677
369.696	51.0691	414.78	88.5729
369.717	51.0721	414.805	88.5781
369.739	51.0751	414.829	88.5833
369.761	51.0781	414.854	88.5885
369.783	51.0811	414.878	88.5938
369.804	51.0841	414.902	88.599
369.826	51.0871	414.927	88.6042
369.848	51.0901	414.951	88.6094
369.87	51.0931	414.976	88.6146
369.891	51.0961	415	88.6198
369.913	51.0991	415.024	88.625
369.935	51.1021	415.049	88.6302
369.957	51.1051	415.073	88.6354
369.978	51.1081	415.098	88.6406
370	51.1111	415.122	88.6458
370.022	51.1141	415.146	88.651
370.043	51.1171	415.171	88.6563
370.065	51.1201	415.195	88.6615
370.087	51.1231	415.22	88.6667
370.109	51.1261	415.244	88.6719
370.13	51.1291	415.268	88.6771
370.152	51.1321	415.293	88.6823
370.174	51.1351	415.317	88.6875
370.196	51.1381	415.341	88.6927
370.217	51.1411	415.366	88.6979
370.239	51.1441	415.39	88.7031
370.261	51.1471	415.415	88.7083
370.283	51.1502	415.439	88.7135
370.304	51.1532	415.463	88.7188
370.326	51.1562	415.488	88.724
370.348	51.1592	415.512	88.7292
370.37	51.1622	415.537	88.7344
370.391	51.1652	415.561	88.7396
370.413	51.1682	415.585	88.7448
370.435	51.1712	415.61	88.75
370.457	51.1742	415.634	88.7552
370.478	51.1772	415.659	88.7604
370.5	51.1802	415.683	88.7656
370.522	51.1832	415.707	88.7708
370.543	51.1862	415.732	88.776
370.565	51.1892	415.756	88.7813
370.587	51.0389	415.78	88.7865
370.609	51.0419	415.805	88.7917
370.63	51.0449	415.829	88.7969
370.652	51.0479	415.854	88.8021
370.674	51.0509	415.878	88.8073
370.696	51.0539	415.902	88.8125
370.717	51.0569	415.927	88.8177
370.739	51.0599	415.951	88.8229
370.761	51.0629	415.976	88.8281
370.783	51.0659	416	88.8333
370.804	51.0689	416.024	88.8385
370.826	50.9194	416.049	88.8438
370.848	50.9224	416.073	88.849
370.87	50.9254	416.098	88.8542
370.891	50.7768	416.122	88.8594
370.913	50.7798	416.146	88.8646
370.935	50.7827	416.171	88.8698
370.957	50.7857	416.195	88.875
370.978	50.638	416.22	88.8802
371	50.6409	416.244	88.8854
371.022	50.6439	416.268	88.8906
371.043	50.6469	416.293	88.8958
371.065	50.6499	416.317	88.901
371.087	50.6528	416.341	88.9063
371.109	50.6558	416.366	88.9115
371.13	50.6588	416.39	88.9167
371.152	50.6617	416.415	88.9219
371.174	50.6647	416.439	88.9271
371.196	50.6677	416.463	88.9323
371.217	50.6706	416.488	88.9375
371.239	50.6736	416.512	88.9427
371.261	50.6766	416.537	88.9479
371.283	50.6795	416.561	88.9531
371.304	50.6825	416.585	88.9583
371.326	50.6855	416.61	88.9635
371.348	50.6884	416.634	88.9688
371.37	50.6914	416.659	88.974
371.391	50.6944	416.683	88.9792
371.413	50.6973	416.707	88.9844
371.435	50.7003	416.732	88.9896
371.457	50.7033	416.756	88.9948
371.478	50.7062	416.78	89
371.5	50.7092	416.805	89.0052
371.522	50.7122	416.829	89.0104
371.543	50.7151	416.854	89.0156
371.565	50.7181	416.878	89.0208
371.587	50.7211	416.902	89.026
371.609	50.724	416.927	89.0313
371.63	50.727	416.951	89.0365
371.652	50.73	416.976	89.0417
371.674	50.7329	417	89.0469
371.696	50.7359	417.024	89.0521
